ID,Smiles,Tg,Polymer type
P100013.mol,*NC(=O)CCCCCC(=O)NCCCCCCC*,55.0,Polyamides/thioamides
P100014.mol,*NC(=O)CCCCCCC*,38.45,Polyamides/thioamides
P100015.mol,*NC(=O)CCCCC(=O)NCCCCCCCC*,50.0,Polyamides/thioamides
P100016.mol,*NC(=O)CCCCCCCCC(=O)NCCCCCCCC*,54.0,Polyamides/thioamides
P100017.mol,*NC(=O)CCCCCCCCCCC(=O)NCCCCCCCC*,50.0,Polyamides/thioamides
P100018.mol,*NC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCC*,48.0,Polyamides/thioamides
P100019.mol,*NC(=O)CCCCCCCC*,44.29,Polyamides/thioamides
P100021.mol,*NC(=O)CCCCC(=O)NCCCCCCCCC*,60.33,Polyamides/thioamides
P100022.mol,*NC(=O)CCCCCCCCC*,43.0,Polyamides/thioamides
P100023.mol,*NC(=O)CCCCCCCCCCC(=O)NCCCCCCCCCC*,49.0,Polyamides/thioamides
P100024.mol,*NC(=O)CCCCCCCCCC*,46.15,Polyamides/thioamides
P100025.mol,*NC(=O)CCCCCCCCCCC*,42.59,Polyamides/thioamides
P100027.mol,*NC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCC*,47.0,Polyamides/thioamides
P100028.mol,*NC(=O)CCCCCCCCCCCC*,41.0,Polyamides/thioamides
P100029.mol,*NC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCCCC*,47.0,Polyamides/thioamides
P100030.mol,*NC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCCCCCCCC*,50.0,Polyamides/thioamides
P100036.mol,*NC1CCC(CC1)CC1CCC(CC1)NC(=O)CCCCC(=O)*,173.33,Polyamides/thioamides
P100037.mol,*NC(=O)CCCCC(=O)NCCCC1(c2ccccc2c2ccccc12)CCC*,120.0,Polyamides/thioamides
P100038.mol,*NC(=O)CCCCC(=O)NCCCP(CCC*)CC(C)C,71.0,Polyamides/thioamides
P100040.mol,*NC(=O)CCCCC(=O)NCCCCCCCCCC*,45.0,Polyamides/thioamides
P100041.mol,*NC(=O)CCCCCCCCC(=O)NCCCCCCCCCC*,57.78,Polyamides/thioamides
P100042.mol,*N(CCCNC(=O)CCCCC(=O)NCCC*)C,5.0,"Polyamides/thioamides, Polyimines"
P100043.mol,*NC(=O)CCCCC(=O)NCc1c(cc(c(c1)C)C*)C,70.0,Polyamides/thioamides
P100044.mol,*NC(=O)CCCCC(=O)NCCCP(=O)(CCCC*)C,59.0,Polyamides/thioamides
P100045.mol,*NC(=O)CCCCC(=O)NCCCP(=O)(CCC*)C,33.0,Polyamides/thioamides
P100047.mol,*NC(=O)CCCCC(=O)NCCCP(CCC*)c1ccccc1,49.0,Polyamides/thioamides
