ID,Smiles,Tg,Polymer type
P030024.mol,*C(C*)OC(=O)C,34.27,Polyvinyls
P030026.mol,*C(C*)OC(=O)c1ccccc1,70.29,Polyvinyls
P030035.mol,*C(C*)O[N+](=O)[O-],34.5,Polyvinyls
P030036.mol,*C=CC(C(*)C(=O)OC)C,53.0,Polyvinyls
P030037.mol,*C#CC(=C(*)COS(=O)(=O)c1ccc(cc1)C)COS(=O)(=O)c1ccc(cc1)C,-73.0,Polyvinyls
P030038.mol,*C(C*)CC[Si](C)(C)C,132.0,Polyvinyls
P030040.mol,*C(C*)OC=O,34.25,Polyvinyls
P030045.mol,*C(C*)OC(C)C,-7.5,Polyvinyls
P030046.mol,*C(C*)(OC)C,67.0,Polyvinyls
P030048.mol,*C(C*)OC(CC)C,-26.0,Polyvinyls
P030049.mol,*C(C*)OC(=O)C(F)(F)F,52.4,Polyvinyls
P030062.mol,*C1(CC(C1)*)C#N,220.0,Polyvinyls
P030067.mol,*C(C*)Cc1cc(ccc1)C,38.75,Polyvinyls
P030068.mol,*C(C*)Cc1c(cccc1)C,80.0,Polyvinyls
P030069.mol,*C(C*)Cc1ccc(cc1)C,62.5,Polyvinyls
P030071.mol,*C(C*)OC(=O)c1ccc(cc1)C(C)(C)C,116.8,Polyvinyls
P030077.mol,*C=CC(C*)OC,-10.5,Polyvinyls
P030078.mol,*C(=CCC*)c1ccccc1,36.62,Polyvinyls
P030079.mol,*C(*)O,137.0,Polyvinyls
P030080.mol,*C(C*)OCC(CCCC)CC,-66.0,Polyvinyls
P030081.mol,*C(C*)SCCCC,-20.0,Polyvinyls
P030083.mol,*C(C*)SCC,-7.0,Polyvinyls
P030091.mol,*C(C*)OCC(CC)(C)C,9.0,Polyvinyls
P030092.mol,*C(C*)SC,-1.0,Polyvinyls
P030093.mol,*C(C*)OCCCCCCCC,-79.75,Polyvinyls
P030096.mol,*C(C*)C(=O)c1ccccc1,57.25,Polyvinyls
P030097.mol,*C(C*)C(=O)c1cc(c(cc1)Br)OC,44.0,Polyvinyls
P030098.mol,*C(C*)C(=O)c1ccc(cc1)C(C)(C)C,103.5,Polyvinyls
P030099.mol,*C(C*)C(=O)c1ccc(cc1)Cl,63.0,Polyvinyls
P030100.mol,*C(C*)C(=O)c1ccc(cc1)CC,49.25,Polyvinyls
P030101.mol,*C(C*)C(=O)c1ccc(cc1)C(C)C,62.5,Polyvinyls
P030102.mol,*C(C*)C(=O)c1ccc(cc1)OC,46.0,Polyvinyls
