PID,TdValue,Smiles
P433381,492,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)NC(=O)*)cc1
P433405,463.2,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1
P433406,427.6,*c1cc2c(C(=O)N(C2=O)C2CCC(CC2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1
P433407,478.6,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)C(F)(F)F)C(F)(F)F)cc1
P433408,500.8,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)OC(=O)c1ccc(cc1)*
P433409,525.2,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OC(=O)c2ccc(cc2)*)cc1
P433410,452.3,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OC(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1
P433411,488.5,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)NC(=O)c1ccc(cc1)*
P433412,507.4,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)NC(=O)c2ccc(cc2)*)cc1
P433413,470.3,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)NC(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1
P433463,526,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)c1cc(c(cc1)Oc1cc2c(C(CC2(c2ccc(cc2)Oc2c(cc(cc2)c2ccc(cc2)*)C(F)(F)F)C)(C)C)cc1)C(F)(F)F
P433464,517,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2cc(c(cc2)Oc2cc3c(C(CC3(c3ccc(cc3)Oc3c(cc(cc3)c3ccc(cc3)N3C(=O)c4c(C3=O)cc(cc4)C(=O)*)C(F)(F)F)C)(C)C)cc2)C(F)(F)F)cc1
P433465,509,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2cc(c(cc2)Oc2cc3c(C(CC3(c3ccc(cc3)Oc3c(cc(cc3)c3ccc(cc3)N3C(=O)c4c(C3=O)cc(cc4)C(*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C)(C)C)cc2)C(F)(F)F)cc1
P433466,508,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2cc(c(cc2)Oc2cc3c(C(CC3(c3ccc(cc3)Oc3c(cc(cc3)c3ccc(cc3)*)C(F)(F)F)C)(C)C)cc2)C(F)(F)F)cc1
P433467,503,*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2cc(c(cc2)Oc2cc3c(C(CC3(c3ccc(cc3)Oc3c(cc(cc3)c3ccc(cc3)*)C(F)(F)F)C)(C)C)cc2)C(F)(F)F)cc1)(C)C
P433505,455,*c1c2c(C(=O)N(C2=O)N2C(=O)c3c(C2=O)c(ccc3)Sc2ccc(cc2)Sc2ccc(cc2)S*)ccc1
P433506,446,*c1c2c(C(=O)N(C2=O)N2C(=O)c3c(C2=O)cc(cc3)Sc2ccc(cc2)Sc2ccc(cc2)S*)ccc1
P433507,452,*c1cc2c(C(=O)N(C2=O)N2C(=O)c3c(C2=O)cc(cc3)Sc2ccc(cc2)Sc2ccc(cc2)S*)cc1
P433531,522,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)Oc1c(cc(cc1)*)Br)Br
P433532,527,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)*)Br)Br)cc1
P433533,442,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)Br)Br)cc1
P433534,532,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)*)Br)Br)cc1
P433535,483,*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)*)Br)Br)cc1
P433536,496,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)Br)Br)cc1
P433537,501,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(c(c1)Br)Oc1c(cc(cc1Br)*)Br)Br
P433538,534,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)Br)Oc2c(cc(cc2Br)*)Br)Br)cc1
P433539,455,*c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)Br)Oc2c(cc(cc2Br)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)Br)Br)cc1
P433540,499,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)Br)Oc2c(cc(cc2Br)*)Br)Br)cc1
P433541,508,*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)Br)Oc2c(cc(cc2Br)*)Br)Br)cc1
P433542,509,*c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)Br)Oc2c(cc(cc2Br)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)Br)Br)cc1
P433543,380,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(c2cc(c(cc2)OC(=O)C23CC4CC(CC(C2)C4)C3)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(=O)C23CC4CC(CC(C2)C4)C3)cc1
P433553,455,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc1ccc(cc1)*)(C)C)(C)C)(C)C)(C)C
P433554,443,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc1c(cc(cc1)*)C)(C)C)(C)C)(C)C)(C)C)C
P433555,443,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc1c(cc(cc1)*)F)(C)C)(C)C)(C)C)(C)C)F
P433556,444,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc1c(cc(cc1)*)Cl)(C)C)(C)C)(C)C)(C)C)Cl
P433557,457,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc2ccc(cc2)*)(C)C)(C)C)(C)C)(C)C)cc1
P433558,443,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc2c(cc(cc2)*)C)(C)C)(C)C)(C)C)(C)C)C)cc1
P433559,443,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc2c(cc(cc2)*)F)(C)C)(C)C)(C)C)(C)C)F)cc1
P433560,446,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc2c(cc(cc2)*)Cl)(C)C)(C)C)(C)C)(C)C)Cl)cc1
P433561,452,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc2cc(c(cc2)*)C)(C)C)(C)C)(C)C)(C)C)C)cc1
P433562,440,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)OCCCC[Si](O[Si](O[Si](O[Si](CCCCOc2cc(c(cc2)*)F)(C)C)(C)C)(C)C)(C)C)F)cc1
P433563,393,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCCN(CCOC(=O)*)c2ccccc2)C)C)cc1
P433564,326,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCCN(CCOC(=O)*)c2ccc(cc2)N=Nc2ccc(cc2)[N+](=O)[O-])C)C)cc1
P433565,311,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCCN(CCOC(=O)*)c2ccc(cc2)N=Nc2c(cc(cc2)[N+](=O)[O-])[N+](=O)[O-])C)C)cc1
P433566,334,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCCN(CCOC(=O)*)c2ccc(cc2)N=Nc2c(cc(cc2)[N+](=O)[O-])C#N)C)C)cc1
P433589,589,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1
P433623,549,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)Oc1ccc(cc1)*)c1ccccc1
P433666,532,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)NC(=O)*)cc1
P433667,520,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)NC(=O)*)cc1
P433668,514,*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)*)cc1)(C)C
P433669,535,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1
P433799,572,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2)S(=O)(=O)c2cc(c(cc2)Oc2ccc(cc2)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1
P433800,561,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2)S(=O)(=O)c2cc(c(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1
P433801,561,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2)S(=O)(=O)c2cc(c(cc2)Oc2ccc(cc2)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1
P433817,369,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)OCC2(C(C(CC2)COc2c(cc(cc2)*)C(F)(F)F)(C)C)C)C(F)(F)F)cc1
P433818,360,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)OCC2(C(C(CC2)COc2c(cc(cc2)*)C(F)(F)F)(C)C)C)C(F)(F)F)cc1
P433819,367,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)OCC2(C(C(CC2)COc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C(F)(F)F)(C)C)C)C(F)(F)F)cc1
P433820,360,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)OCC2(C(C(CC2)COc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCC2C(C(CC2)(COC(=O)*)C)(C)C)C(F)(F)F)(C)C)C)C(F)(F)F)cc1
P433821,426.5,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCC2(C(C(CC2)COC(=O)*)(C)C)C)cc1
P433822,401,*c1cc2c(C(=O)N(C2=O)C(C(=O)Nc2cc(cc(c2)C(=O)Nc2cnccc2)NC(=O)*)CCSC)cc1
P433823,368,*c1cc2c(C(=O)N(C2=O)C(C(=O)Nc2cc(cc(c2)C(=O)Nc2cnccc2)NC(=O)*)C(C)C)cc1
P433833,384,*N1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)c1c(c(c(c(c1C)C)c1sc(cc1)C=Nc1c(c(c(c(c1C)C)*)C)C)C)C
P433834,392,*N1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)c1c(c(c(c(c1C)C)c1sc(cc1)c1sc(cc1)C=Nc1c(c(c(c(c1C)C)*)C)C)C)C
P433840,344,*N1C(=O)c2c(C1=O)ccc(c2)C(c1ccc2c(C(=O)N(C2=O)c2ccc(cc2)N(c2ccc(cc2)*)c2ccc(cc2)*)c1)(C(F)(F)F)C(F)(F)F
P433889,435,*c1ccc2n(c3c(c2c1)cc(cc3)c1[nH]c(nc1c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2[nH]c(c(n2)c2ccccc2)*)cc1)(C(F)(F)F)C(F)(F)F)CCCCCCCC
P433890,385,*c1ccc2n(c3c(c2c1)cc(cc3)c1[nH]c(nc1c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2[nH]c(c(n2)c2ccccc2)*)cc1)CCCCCCCC
P433891,391,*c1ccc2n(c3c(c2c1)cc(cc3)c1[nH]c(nc1c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2[nH]c(c(n2)c2ccccc2)*)cc1)CCCCCCCC
P433892,440,*c1ccc2n(c3c(c2c1)cc(cc3)c1[nH]c(nc1c1ccccc1)c1ccc(cc1)n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)c1[nH]c(c(n1)c1ccccc1)*)CCCCCCCC
P433893,468.725,*N1C(=O)c2c(C1=O)ccc(c2)C(c1ccc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(cc(c2)Oc2ccc(cc2)*)Oc2ccc(cc2)*)c1)(C(F)(F)F)C(F)(F)F
P433937,425,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)OCC(COc2ccc(cc2)*)O)cc1
P433944,457,*N1C(=O)c2c(C1=O)ccc(c2)C(c1ccc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(cc(c2)Oc2ccc(cc2)*)Oc2ccc(cc2)*)c1)(C(F)(F)F)C(F)(F)F
P433946,457,*N1C(=O)c2c(C1=O)ccc(c2)C(c1ccc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(cc(c2)Oc2ccc(cc2)*)Oc2ccc(cc2)*)c1)(C(F)(F)F)C(F)(F)F
P433969,543,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1ccc(cc1)Oc1nc(ccc1)Oc1ccc(cc1)Oc1ccc(cc1)*
P433970,495,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2nc(ccc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1
P433971,490,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2nc(ccc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1
P433972,465,*C1C2C(C(=O)N(C2=O)c2ccc3n(c4c(c3c2)cccc4)CC)C(C1)C=C*
P440015,200,*C1C(=O)OC(=O)C1C(C*)c1ccccc1
P450037,246.35,*OC(COC(=O)*)C
P450077,248.9,*OC(=O)OCC(C*)(C)C
P460064,300.5,*Nc1ccc(cc1)*
P460088,375,*c1nc2c([nH]1)cc(cc2)c1cc2c(nc([nH]2)CCCCCCCC*)cc1
P460121,490,*c1nc2c([nH]1)ccc(c2)c1ccc2c(nc([nH]2)c2c3cc4c(cc3ccc2)c(ccc4)*)c1
P460146,375,*=Nc1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCC)C=*)OCCCCCCCC
P460147,382.5,*=Nc1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCCCCCC)C=*)OCCCCCCCCCCCC
P460148,390,*=Nc1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCCCCCCCC)C=*)OCCCCCCCCCCCCCC
P460149,375,*=Nc1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCCCCCCCCCC)C=*)OCCCCCCCCCCCCCCCC
P460150,368,*=Nc1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCCCCCCCCCCCC)C=*)OCCCCCCCCCCCCCCCCCC
P460151,365,*=Nc1ccc(cc1)c1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCC)C=*)OCCCCCCCC
P460152,390,*=Nc1ccc(cc1)c1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCCCCCC)C=*)OCCCCCCCCCCCC
P460153,380,*=Nc1ccc(cc1)c1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCCCCCCCC)C=*)OCCCCCCCCCCCCCC
P460154,380,*=Nc1ccc(cc1)c1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCCCCCCCCCC)C=*)OCCCCCCCCCCCCCCCC
P460155,375,*=Nc1ccc(cc1)c1ccc(cc1)N=Cc1c(cc(c(c1)OCCCCCCCCCCCCCCCCCC)C=*)OCCCCCCCCCCCCCCCCCC
P460173,200,*c1nc(ccc1)NS(=O)N*
P462291,300,*N(Cc1c(c(ccc1)C*)O)c1ccccc1
P462317,318,*[NH+]1CC=C(C=C1)C1=CC[NH+](C=C1)Cc1ccc(cc1)C*
P462318,339.5,*[NH+]1CC=C(C=C1)C1=CC[NH+](C=C1)Cc1cc(ccc1)C*
P462319,327,*[NH+]1CC=C(C=C1)C1=CC[NH+](C=C1)Cc1c(cccc1)C*
P462325,450,*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)*)c1ccccc1)c1ccccc1
P462326,451,*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)c1c(cc(cc1)c1cc(c(cc1)*)C)C)c1ccccc1)c1ccccc1
P462327,452,*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)c1cc(c(cc1)c1c(cc(cc1)*)C(F)(F)F)C(F)(F)F)c1ccccc1)c1ccccc1
P462328,449,*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)c1ccc(cc1)*)c1ccccc1)c1ccccc1
P462379,520,*c1nc2c([nH]1)cc(cc2)c1ccc2c(nc([nH]2)c2ccc(cc2)C(c2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)c1
P462381,440,*c1ccc2n(c3c(c2c1)cc(cc3)c1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)CCCC)CCCCCCCC
P462382,448,*c1ccc2n(c3c(c2c1)cc(cc3)c1ccc2n(c3c(c2c1)cc(cc3)c1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)CCCC)CCCCCCCC)CCCCCCCC
P462383,300,*N(c1ccc(cc1)c1cc2C(c3c(-c2cc1OC)cc(c(c3)c1ccc(cc1)*)OC)(CCCCCC)CCCCCC)c1ccc(cc1)CCCC
P462392,329,*c1cc2n(c3c(c2cc1CCCCCC)cc(c(c3)C=C*)CCCCCC)CCCCCCCC
P462396,400,*c1nc(c(c(c1C#N)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N)C=Cc1cc2C(c3c(-c2cc1)ccc(c3)C=C*)(CCCCCC)CCCCCC
P462397,263,*c1ccc2n(c3c(c2c1)cc(cc3)C=Cc1nc(c(c(c1C#N)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N)C=C*)CCCCCC
P462398,360,*c1nc(c(c(c1C#N)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N)C=Cc1c(cc(c(c1)CCCCCCCCCCCCCCCC)C=C*)CCCCCCCCCCCCCCCC
P462401,323,*c1ccc2n(c3c(c2c1)cc(cc3)C=NN(c1ccc(cc1)S(=O)(=O)c1ccc(cc1)N(N=C*)CCCC)CCCC)CC
P462402,325,*c1ccc2n(c3c(c2c1)cc(cc3)C=NN(c1ccc(cc1)S(=O)(=O)c1ccc(cc1)N(N=C*)CCCC)CCCC)CC(CCCC)CC
P462438,489,*N=Nc1ccc(cc1)Nc1ccc(cc1)C(=O)c1ccc(cc1)Nc1ccc(cc1)*
P462439,496,*c1ccc2n(c3c(c2c1)cc(cc3)Nc1ccc(cc1)C(=O)c1ccc(cc1)N*)CC(CCCC)CC
P462452,445,*c1cc2n(c3c(c2cc1)ccc(c3)C#CC#C*)CCCCCCCCCCCCCCCC
P462453,335,*c1ccc2n(c3c(c2c1)cc(cc3)C#CC#C*)CCCCCCCCCCCCCCCC
P462454,375,*c1c2n(c3c(c2cc(c1)C(C)(C)C)cc(cc3C#CC#C*)C(C)(C)C)CCCCCCCCCCCCCCCC
P462455,320,*c1c2n(c3c(c2cc(c1)C(C)(C)C)cc(cc3C#C*)C(C)(C)C)CCCCCCCCCCCCCCCC
P462456,234,*c1c2n(c3c(c2cc(c1)C(C)(C)C)cc(cc3*)C(C)(C)C)CCCCCCCCCCCCCCCC
P462458,347,*N(CC*)C(=O)c1c(cccc1)F
P462459,344,*N(CC*)C(=O)c1cc(ccc1)F
P462460,333,*N(CC*)C(=O)c1ccc(cc1)F
P462461,338,*N(CC*)C(=O)c1cc(cc(c1)F)F
P462462,292,*N(CC*)C(=O)c1c(cccc1F)F
P462463,325,*N(CC*)C(=O)c1cc(c(cc1)F)F
P462464,352,*N(CC*)C(=O)c1c(c(ccc1)F)F
P462465,350,*N(CC*)C(=O)c1c(ccc(c1)F)F
P462466,338,*N(CC*)C(=O)c1c(cc(cc1)F)F
P462467,372,*N(CC*)C(=O)c1c(cc(cc1F)F)F
P462468,346,*N(CC*)C(=O)c1c(cc(c(c1)F)F)F
P462469,303,*N(CC*)C(=O)c1c(ccc(c1F)F)F
P462470,336,*N(CC*)C(=O)c1c(c(cc(c1)F)F)F
P462471,333,*N(CC*)C(=O)c1c(c(c(cc1)F)F)F
P462472,339,*N(CC*)C(=O)c1cc(c(c(c1)F)F)F
P462473,348,*N(CC*)C(=O)c1c(c(c(c(c1)F)F)F)F
P462474,309,*N(CC*)C(=O)c1c(cc(c(c1F)F)F)F
P462475,292,*N(CC*)C(=O)c1c(c(cc(c1F)F)F)F
P462476,338,*N(CC*)C(=O)c1c(c(c(c(c1F)F)F)F)F
P462484,495,*c1ccc2n(c3c(c2c1)cc(cc3)Nc1ccc(cc1)c1ccc(cc1)N*)CC(CCCC)CC
P462485,498,*c1ccc2n(c3c(c2c1)cc(cc3)Nc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)N*)CC(CCCC)CC
P462486,474,*N=Nc1ccc(cc1)Nc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Nc1ccc(cc1)*
P462487,484,*Nc1ccc(cc1)C(c1cc(ccc1)C(c1ccc(cc1)Nc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)(C)C)(C)C
P462488,494,*Nc1ccc(cc1)Nc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*
P462491,450,*Nc1ccc(cc1)Nc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)O)(c1ccccc1)O
P462496,407,*c1cc2n(c3c(c2cc1)ccc(c3)C=C*)c1cc(c(cc1)OCCCCCCCCCC)OCCCCCCCCCC
P462501,288,*N(C(C*)CC)C(=O)CCCC
P462535,472,*N(c1ccc(cc1)c1ccc(cc1)*)c1ccc(cc1)C(F)(F)F
P462536,498,*N(c1ccc(cc1)c1ccc(cc1)*)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
P462541,326,*c1ccc2n(c3c(c2c1)cc(cc3)c1ccc(cc1)[Si](c1ccc(cc1)*)(c1ccccc1)c1ccccc1)CCCCCC#N
P462568,362,*c1n(c(cc1)C=Cc1ccc(cc1)N(c1ccc(cc1)C=Cc1n(c(cc1)C=Cc1c(cc(c(c1)OC)C=C*)OC)CCCCCC)c1ccccc1)CCCCCC
P462569,369,*c1n(c(cc1)C=Cc1cc2C(c3c(-c2cc1)ccc(c3)C=Cc1n(c(cc1)C=Cc1ccc(cc1)N(c1ccc(cc1)C=C*)c1ccccc1)CCCCCC)(CC)CC)CCCCCC
P462580,390,*c1ccc2n(c3c(c2c1)cc(cc3)c1c2cc(ccc2c(c2cc(ccc12)C=Cc1ccc(cc1)N(CCCCCC)CCCCCC)*)C=Cc1ccc(cc1)N(CCCCCC)CCCCCC)CCCCCCCC
P462581,390,*c1cc2n(c3c(c2cc1)ccc(c3)c1c2cc(ccc2c(c2cc(ccc12)C=Cc1ccc(cc1)N(CCCCCC)CCCCCC)*)C=Cc1ccc(cc1)N(CCCCCC)CCCCCC)CCCCCCCC
P462623,521,*c1nc2c(n1c1ccc(cc1)S(=O)(=O)c1ccc(cc1)n1c(nc3c1cccc3)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)cccc2
