PID,TdValue,Smiles
P370836,500,*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P370837,500,*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P370838,500,*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc(ccc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P370839,500,*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P370840,500,*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P370841,500,*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Cc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P370842,500,*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P370843,500,*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc2c(cc1)cc(cc2)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P372029,544,*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1
P372030,507,*Oc1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1
P372031,487,*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)c1ccccc1)c1ccccc1
P372032,512,*Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1
P372033,486,*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1
P372034,530,*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)c1ccccc1)c1ccccc1
P372035,485,*Oc1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1
P372036,485,*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)c1ccccc1)(C)C)c1ccccc1
P372037,513,*Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=Nc1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1
P372038,497,*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1
P372039,488,*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)C)C
P372040,463,*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)c1ccccc1)C)C
P372041,446,*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)C)(C)C)C
P372042,469,*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)C)(c1ccccc1)c1ccccc1)C
P372043,457,*Oc1ccc(cc1)C=Nc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)c1ccccc1
P372044,445,*Oc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C=Nc1ccc(cc1)*)(c1ccccc1)c1ccccc1
P372051,250,*c1oc(cc1)Sc1oc(cc1)C=C1C(=O)C(=C*)CCC1
P372053,250,*c1oc(cc1)Sc1oc(cc1)C=C1C(=O)C(=C*)CCCC1
P372113,469,*Oc1cc(ccc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*
P372123,602,*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P372124,585,*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P372125,494,*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)c1ccccc1
P372126,580,*c1nc(nc(n1)c1ccc(cc1)Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)*)c1ccccc1
P372127,546,*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P372128,559,*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1
P372129,547,*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(c1ccccc1)c1ccccc1)c1ccccc1
P372153,442,*Oc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1cc(ccc1)C(c1ccc(cc1)*)(C)C)(C)C
P372212,458,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F
P372226,368.5666667,*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(C(c1ccc(cc1)*)O)O)(C)C
P372241,182,*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCC*)OCC)OCC
P372242,185,*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCC*)OCC)OCC
P372243,196,*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCC*)OCC)OCC
P372244,195,*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCCCCCC*)OC)OC
P372245,195,*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCCCCCC*)OC)OC
P372246,211,*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCCCCCC*)OC)OC
P372247,188,*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCCOCC*)OC)OC
P372248,193,*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCCOCC*)OC)OC
P372249,199,*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCCOCC*)OC)OC
P372250,193,*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCC1CCC(CC1)C*)OC)OC
P372251,198,*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCC1CCC(CC1)C*)OC)OC
P372252,202,*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCC1CCC(CC1)C*)OC)OC
P372253,185,*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCc1ccc(cc1)C*)OC)OC
P372254,186,*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCc1ccc(cc1)C*)OC)OC
P372255,198,*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCc1ccc(cc1)C*)OC)OC
P372274,523,*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(cccc1)c1c(cccc1)C(=O)c1ccc(cc1)*
P372275,490,*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1cc(c(cc1)C(=O)c1ccccc1)c1c(ccc(c1)*)C(=O)c1ccccc1
P372292,456,*Oc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)*)C)C
P372293,454,*Oc1cc(ccc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)*)C)C
P372294,456,*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)*)C)C
P372296,447,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)*)C)C
P372297,449,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1cc(ccc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1cc(ccc1)*)C)C
P372298,462,*Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)C)C
P372302,500,*Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)C(=O)c1ccc(cc1)C(=O)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F)(C)C
P372303,502,*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)C(=O)c1ccc(cc1)C(=O)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F
P372304,521,*Oc1ccc(cc1)c1ccc(cc1)Oc1c(cc(cc1)C(=O)c1ccc(cc1)C(=O)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F
P372309,395,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O)*)(C)C
P372310,402,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F
P372311,398,*Oc1c(cc(cc1Br)C(c1cc(c(c(c1)Br)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O)*)Br)(C)C)Br
P372312,365,*Oc1c(cc(cc1Cl)C(c1cc(c(c(c1)Cl)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O)*)Cl)(C)C)Cl
P372321,380,*c1oc(nn1)c1ccc(cc1)c1oc(nn1)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)*
P372322,370,*c1oc(nn1)c1ccc(cc1)c1oc(nn1)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)*
P372324,360,*c1oc(nn1)c1c(cc(cc1)c1oc(nn1)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)*)Oc1ccccc1
P372325,365,*c1oc(nn1)c1c(cc(cc1)c1oc(nn1)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)*)Oc1ccccc1
P372419,520,*Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
P372420,464,*Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)C(F)(F)F)C(F)(F)F
P372421,530,*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F
P372422,514,*Oc1ccc(cc1)c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F
P372423,422,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F
P372424,512,*c1nc(ccc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
P372425,461,*c1nc(ccc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C)C)C(F)(F)F
P372426,536,*c1nc(ccc1)c1cc(c(cc1)Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F
P372427,521,*c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
P372428,444,*c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C)C)C(F)(F)F
P372429,494,*c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F
P372473,283,*C1COC2C1OCC2OC(=O)O*
P372510,50,*c1c2c(c(s1)*)OCCO2
P372512,499,*n1nc(c2c(c1=O)cc(cc2)Oc1cc2c(c(nn(c2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)*)c2ccccc2)cc1)c1ccccc1
P372513,489,*n1nc(c2c(c1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c(nn(c2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)*)c2ccccc2)c1)(C)C)c1ccccc1
P372514,497,*n1nc(c2c(c1=O)cc(cc2)Oc1ccc2c(c(nn(c2=O)c2ccc(cc2)C(=O)c2ccc(cc2)*)c2ccccc2)c1)c1ccccc1
P372515,486,*n1nc(c2c(c1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c(nn(c2=O)c2ccc(cc2)C(=O)c2ccc(cc2)*)c2ccccc2)c1)(C)C)c1ccccc1
P372516,526,*n1nc(c2c(c1=O)cc(cc2)Oc1ccc2c(c(nn(c2=O)c2c(c(ccc2)*)C#N)c2ccccc2)c1)c1ccccc1
P372517,501,*n1nc(c2c(c1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c(nn(c2=O)c2c(c(ccc2)*)C#N)c2ccccc2)c1)(C)C)c1ccccc1
P372518,476,*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)c1c2c(c(=O)n(n1)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)cccc2
P372519,468,*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)c1c2c(c(=O)n(n1)c1ccc(cc1)C(=O)c1ccc(cc1)*)cccc2
P372523,244,*N1C(N2N(C1=O)C(N(C2=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccc(cc1)OC)c1ccc(cc1)OC
P372528,375,*[Si]1(O[Si](O[Si](O1)(C)C)(C)C)O[Si](CC*)(C)C
P372529,441,*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
P372530,443,*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C)C)C(F)(F)F
P372531,460,*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F
P372532,441,*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F
P372536,526.85,*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*
P372537,487,*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*
P372577,325,*Oc1ccc(cc1)NC(=O)Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)Nc1ccc(cc1)*
P372578,330,*Oc1ccc(cc1)NC(=O)Nc1c(cccc1)CCc1ccc(cc1)NC(=O)Nc1ccc(cc1)*
P372579,300,*Oc1ccc(cc1)NC(=O)Nc1c(cccc1)CCc1c(cccc1)NC(=O)Nc1ccc(cc1)*
P372586,509.3333333,*Oc1cc(ccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*
P372599,228,*C1OC(C(C(C1N)O)O*)CO
P372600,200,*C1OC(C(C(C1NC(=O)C)O)O*)CO
P372608,310,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)S(=O)(=O)O
P372665,473,*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)C=Cc1ccc(cc1)Oc1ccc(cc1)*
P372666,480,*c1oc(nn1)c1ccc(cc1)Oc1c2c(c(cc1)C=Cc1ccc(cc1)Oc1ccc(cc1)*)cccc2
P372667,482,*c1oc(nn1)c1c2c(c(cc1)Oc1ccc(cc1)C=Cc1ccc(cc1)Oc1c3c(c(cc1)*)cccc3)cccc2
P372668,490,*c1oc(nn1)c1c2c(c(cc1)Oc1c3c(c(cc1)C=Cc1ccc(cc1)Oc1c4c(c(cc1)*)cccc4)cccc3)cccc2
P372669,387,*Oc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCC*
P372670,402,*Oc1c2c(c(cc1)C=Cc1ccc(cc1)OCCCCCC*)cccc2
P372775,386,*C1COC2C1OCC2OC(=O)CCCCCCCCC(=O)O*
P372806,525,*C1(c2c(C(=O)N1C)cccc2)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*
P372807,360,*Oc1ccc(cc1)NC(=O)NCCCCCCNC(=O)Nc1ccc(cc1)*
P372821,561,*c1ccc2n(c3c(c2c1)cc(cc3)/C=C/c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/*)C(F)(F)F)C(F)(F)F)CC(CCCC)CC
P372822,502,*c1ccc2n(c3c(c2c1)cc(cc3)/C=C/c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/*)C#N)C#N)CC(CCCC)CC
P372823,578,*Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/c1cc2C(c3c(-c2cc1)ccc(c3)/C=C/c1ccc(cc1)*)(CCCCCC)CCCCCC)C(F)(F)F)C(F)(F)F
P372824,501,*Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/c1cc2C(c3c(-c2cc1)ccc(c3)/C=C/c1ccc(cc1)*)(CCCCCC)CCCCCC)C#N)C#N
P372828,480.5,*Oc1c(c(c(c(c1F)F)Sc1c(c(c(c(c1F)F)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)F)F)F)F
P372852,523,*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*
P372875,524,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(c(cc1)Cl)C(F)(F)F
P372975,430,*Oc1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC*)c1ccccc1)c1ccccc1
P372976,420,*Oc1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCCCCCCCC*)c1ccccc1)c1ccccc1
P372977,115,*OP(=O)(N=Nc1ccc(cc1)COC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)OCc1ccc(cc1)N=NP(=O)(OCC*)OC)OC
P372978,162,*OP(=O)(N=Nc1ccc(cc1)CCOC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)OCCc1ccc(cc1)N=NP(=O)(OCC*)OC)OC
P373034,450,*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1)c1ccccc1
P373063,359.4,*Oc1c2c(ccc1)c(ccc2)OC1(C(C(C1(F)F)(F)F)(*)F)F
P373064,397,*Oc1ccc(cc1)OC1(C(C(C1(F)F)(F)F)(*)F)F
P373090,435,*c1ccc2n(c3c(c2c1)cc(cc3)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)O*)C#N)C#N)CC(CCCC)CC
P373091,505,*c1ccc2n(c3c(c2c1)cc(cc3)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)O*)C(F)(F)F)C(F)(F)F)CC(CCCC)CC
P373092,502,*c1ccc2n(c3c(c2c1)cc(cc3)C=Cc1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C=C*)C#N)C#N)CC(CCCC)CC
P373093,561,*c1ccc2n(c3c(c2c1)cc(cc3)C=Cc1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C=C*)C(F)(F)F)C(F)(F)F)CC(CCCC)CC
P373150,347,*Oc1c(c(c(c(c1F)F)c1c(c(c(c(c1F)F)Oc1c(cc(cc1)Cc1cc(c(cc1)*)C=O)C=O)F)F)F)F
P373162,424,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(CCC(=O)O)C
P373163,310,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCOC(=O)NCCCCCCNC(=O)OCC*
P373164,308,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCOC(=O)NCCCCCCNC(=O)OCCCC*
P373165,312,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCC*
P373166,323,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCCCC*
P373167,320,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCCCCCC*
P373168,316,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCC*
P373169,314,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCC*
P373170,319,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCCCC*
P373171,322,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCCCCCC*
P373172,312,*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCCCCCCCC*
P373173,537,*n1nc(c2c(c1=O)cccc2)c1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)F
P373174,543,*n1nc(c2c(c1=O)cccc2)c1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)F
P373175,505,*n1nc(c2c(c1=O)cccc2)c1c(cc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)F
P373176,534,*n1nc(c2c(c1=O)cccc2)c1c(cc(cc1)Oc1c(c(c(c(c1F)F)c1c(c(c(c(c1F)F)*)F)F)F)F)F
P373192,318.5,*C1COC2C1OCC2OC(=O)OCCCCCCOC(=O)O*
P373194,292,*C1COC2C1OCC2OC(=O)OCC(C(COC(=O)O*)OC)OC
P373195,191.5,*C1COC2C1OCC2OC(=O)OCC(C(COC(=O)O*)O)O
P373206,344,*C1COC2C1OCC2OC(=O)OCC1OC(OC1COC(=O)O*)(C)C
P373268,473,*Oc1c(c(c(c(c1F)F)S(=O)(=O)c1c(c(c(c(c1F)F)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)F)F)F)F
P373272,278,*c1c2c(c(s1)c1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)CCCC)OCCO2
P373344,530,*n1nc(c2c(c1=O)cccc2)c1cc(c(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)Br
P373372,527,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
P373373,533,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(ccc1)C(F)(F)F
P373374,444,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(cc(c1)C)C
P373375,523,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccc(cc1)Oc1ccccc1
P373376,478,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(ccc1)C
P373377,472,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(ccc1)C
P373378,506,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccccc1
P373379,522,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccccc1
P373382,240,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(c(cc1)S(=O)(=O)O)C
